# syn_v_soft_axioms.txt — Tier B soft biconditional axiom candidates
# Generated by pick_canonicals_v.py --emit
# Sources: UNSAFE cluster (canonical,member) pairs from syn_v_10.txt
#          + syn_v_soft_pairs.txt (harvested sub-canonical pairs)
# Format: word_a,word_b,score
#
be,threaten,0.63
blind,bedazzle,0.63
dam,impede,0.63
fail,default,0.63
feed,supply,0.63
hate,dislike,0.63
have,bristle,0.63
have,prepossess,0.63
include,embrace,0.63
locate,find,0.63
open,lever,0.63
open,unbolt,0.63
pass,sojourn,0.63
present,talk,0.63
settle,position,0.63
sit,gallop,0.63
task,depute,0.63
touch,buss,0.63
touch,snog,0.63
transfer,delegate,0.63
wait,waylay,0.63
warn,admonish,0.63
be,gibe,0.62
be,jibe,0.62
be,match,0.62
bucket,position,0.62
destroy,bust,0.62
get,land,0.62
headline,publicize,0.62
obtain,acquire,0.62
pass,weekend,0.62
rap,knock,0.62
risk,adventure,0.62
tone,talk,0.62
wait,ambush,0.62
wait,scupper,0.62
avoid,skirt,0.61
barrel,position,0.61
be,menace,0.61
blind,seel,0.61
counsel,consult,0.61
differ,counterpoint,0.61
feed,provide,0.61
forest,set,0.61
free,disembody,0.61
free,disinfest,0.61
get,reach,0.61
glory,exult,0.61
have,brim,0.61
have,sport,0.61
have,star,0.61
hill,forge,0.61
keep,commemorate,0.61
keep,solemnize,0.61
machine,forge,0.61
park,position,0.61
pass,holiday,0.61
pass,overwinter,0.61
pass,soldier,0.61
pass,summer,0.61
pass,vacation,0.61
place,severalise,0.61
place,severalize,0.61
understand,read,0.61
wait,bushwhack,0.61
wish,want,0.61
belly,swell,0.60
differ,diverge,0.60
disable,pinion,0.60
fail,muff,0.60
keep,solemnise,0.60
layer,forge,0.60
lobby,beg,0.60
pass,slum,0.60
pass,winter,0.60
smell,scent,0.60
staff,provide,0.60
survey,study,0.60
touch,feel,0.60
understand,grasp,0.60
wait,ambuscade,0.60
win,prevail,0.60
accept,recognise,0.59
bay,talk,0.59
be,tally,0.59
dress,wear,0.59
fail,miss,0.59
have,get,0.59
include,comprise,0.59
insist,maintain,0.59
locate,ascertain,0.59
object,reject,0.59
perfect,polish,0.59
smile,sneer,0.59
accept,respect,0.58
avoid,miss,0.58
compare,analyze,0.58
compare,examine,0.58
grain,perforate,0.58
hang,beetle,0.58
have,say,0.58
implement,utilize,0.58
include,cover,0.58
include,involve,0.58
locate,determine,0.58
look,feel,0.58
modify,change,0.58
name,itemise,0.58
object,disapprove,0.58
parallel,fit,0.58
power,provide,0.58
see,know,0.58
seek,desire,0.58
snap,talk,0.58
staff,supply,0.58
transform,alter,0.58
watch,see,0.58
abandon,forego,0.57
abandon,forgo,0.57
be,agree,0.57
better,surmount,0.57
compare,analyse,0.57
eat,ingest,0.57
export,trade,0.57
horse,supply,0.57
implement,employ,0.57
learn,study,0.57
locate,acquire,0.57
look,make,0.57
panic,dread,0.57
pull,move,0.57
see,find,0.57
stuff,wad,0.57
wish,desire,0.57
affect,pertain,0.56
allow,give,0.56
avoid,dodge,0.56
come,move,0.56
enable,empower,0.56
have,take,0.56
hear,get,0.56
implement,use,0.56
implement,utilise,0.56
investigate,study,0.56
panic,fear,0.56
plan,intend,0.56
seek,want,0.56
start,make,0.56
travel,trip,0.56
accommodate,alter,0.55
affect,concern,0.55
avoid,circumvent,0.55
believe,understand,0.55
character,grave,0.55
claim,affirm,0.55
complicate,alter,0.55
complicate,complexify,0.55
execute,kill,0.55
fly,travel,0.55
get,attain,0.55
implement,apply,0.55
play,compete,0.55
poll,survey,0.55
protect,preserve,0.55
pull,make,0.55
remind,commemorate,0.55
remind,memorialize,0.55
review,study,0.55
shout,yell,0.55
sit,go,0.55
suggest,adumbrate,0.55
switch,change,0.55
transform,change,0.55
travel,jaunt,0.55
turn,change,0.55
accept,agree,0.54
differ,deviate,0.54
disable,alter,0.54
drop,move,0.54
fly,move,0.54
get,take,0.54
google,search,0.54
horse,provide,0.54
import,trade,0.54
join,organize,0.54
protest,complain,0.54
prove,be,0.54
reject,recuse,0.54
remind,memorialise,0.54
remind,nag,0.54
return,move,0.54
sit,move,0.54
sit,rest,0.54
stop,check,0.54
surprise,impress,0.54
transport,rail,0.54
watch,observe,0.54
win,sweep,0.54
worry,obsess,0.54
accept,allow,0.53
affect,relate,0.53
amaze,dazzle,0.53
bail,release,0.53
complicate,change,0.53
costume,dress,0.53
dance,sashay,0.53
drive,move,0.53
drop,hang,0.53
edit,modify,0.53
enable,alter,0.53
export,merchandise,0.53
follow,examine,0.53
follow,go,0.53
force,move,0.53
hang,swing,0.53
have,acquire,0.53
holiday,spend,0.53
import,merchandise,0.53
include,hold,0.53
incorporate,combine,0.53
listen,hang,0.53
pass,make,0.53
pass,move,0.53
protect,keep,0.53
pull,act,0.53
respond,move,0.53
seek,bid,0.53
service,work,0.53
sophisticate,educate,0.53
start,create,0.53
switch,alter,0.53
win,take,0.53
accept,embrace,0.52
accept,give,0.52
bail,loose,0.52
boat,sail,0.52
break,stop,0.52
catch,stop,0.52
compare,study,0.52
dance,move,0.52
dare,move,0.52
disable,modify,0.52
drive,go,0.52
edit,change,0.52
escape,evade,0.52
fail,choke,0.52
fly,go,0.52
follow,move,0.52
force,displace,0.52
get,turn,0.52
get,work,0.52
give,leave,0.52
handle,touch,0.52
investigate,search,0.52
long,want,0.52
make,customize,0.52
mean,symbolise,0.52
oppose,debate,0.52
participate,move,0.52
place,determine,0.52
pour,spill,0.52
produce,have,0.52
question,discourse,0.52
repeat,recite,0.52
repeat,utter,0.52
return,travel,0.52
see,enjoy,0.52
send,move,0.52
shout,scream,0.52
ski,travel,0.52
smoke,ingest,0.52
spread,propagate,0.52
spread,sprawl,0.52
start,set,0.52
swim,dive,0.52
tie,knot,0.52
tip,give,0.52
transform,modify,0.52
value,determine,0.52
watch,catch,0.52
white,color,0.52
accept,honor,0.51
accept,know,0.51
accept,receive,0.51
add,combine,0.51
bail,free,0.51
be,check,0.51
be,fit,0.51
board,ship,0.51
come,travel,0.51
convert,modify,0.51
craft,forge,0.51
damage,alter,0.51
damage,frost,0.51
damage,hurt,0.51
deny,negate,0.51
designate,number,0.51
disable,change,0.51
disappoint,fail,0.51
dive,jump,0.51
drive,travel,0.51
enable,change,0.51
enable,equip,0.51
enable,modify,0.51
escort,accompany,0.51
execute,hang,0.51
execute,penalize,0.51
follow,adhere,0.51
follow,analyse,0.51
follow,analyze,0.51
generate,free,0.51
get,hit,0.51
hang,overhang,0.51
hurt,burn,0.51
include,carry,0.51
include,incorporate,0.51
label,denominate,0.51
matter,be,0.51
place,separate,0.51
present,be,0.51
present,represent,0.51
press,push,0.51
print,create,0.51
punish,pillory,0.51
punish,victimize,0.51
qualify,remember,0.51
read,see,0.51
respond,answer,0.51
return,go,0.51
seal,close,0.51
see,come,0.51
see,comprehend,0.51
see,feel,0.51
service,function,0.51
shirt,dress,0.51
sight,find,0.51
surprise,move,0.51
sustain,continue,0.51
sustain,keep,0.51
swim,crawl,0.51
swim,go,0.51
swim,move,0.51
swim,travel,0.51
transfer,exchange,0.51
translate,latinize,0.51
vote,poll,0.51
abandon,waive,0.50
add,modify,0.50
bail,unloosen,0.50
bleed,flow,0.50
check,change,0.50
circle,move,0.50
closure,end,0.50
conflict,clash,0.50
convert,change,0.50
deny,contradict,0.50
disappoint,spoil,0.50
educate,prepare,0.50
engage,close,0.50
extend,stretch,0.50
fire,ruin,0.50
forget,repress,0.50
listen,comprehend,0.50
modify,restrict,0.50
pick,take,0.50
present,constitute,0.50
produce,deliver,0.50
protest,declaim,0.50
protest,kvetch,0.50
renew,refresh,0.50
resort,use,0.50
sit,crouch,0.50
tax,excise,0.50
wait,lurk,0.50
win,carry,0.50
wipe,sweep,0.50
